uid,boundary
3977,"POLYGON((-0.115138650801584 51.495419343625, -0.116694578515112 51.4948600695777, -0.116694578515112 51.4937415008971, -0.115138650801584 51.4931822062638, -0.113582723088057 51.4937415008971, -0.113582723088057 51.4948600695777, -0.115138650801584 51.495419343625))"
3978,"POLYGON((0.108914939946342 51.495419343625, 0.107359012232815 51.4948600695777, 0.107359012232815 51.4937415008971, 0.108914939946342 51.4931822062638, 0.11047086765987 51.4937415008971, 0.11047086765987 51.4948600695777, 0.108914939946342 51.495419343625))"
3979,"POLYGON((-0.080908241103984 51.495419343625, -0.082464168817512 51.4948600695777, -0.082464168817512 51.4937415008971, -0.080908241103984 51.4931822062638, -0.079352313390457 51.4937415008971, -0.079352313390457 51.4948600695777, -0.080908241103984 51.495419343625))"
3980,"POLYGON((-0.18048761476973 51.495419343625, -0.182043542483257 51.4948600695777, -0.182043542483257 51.4937415008971, -0.18048761476973 51.4931822062638, -0.178931687056203 51.4937415008971, -0.178931687056203 51.4948600695777, -0.18048761476973 51.495419343625))"
3981,"POLYGON((0.071572674821688 51.495419343625, 0.070016747108161 51.4948600695777, 0.070016747108161 51.4937415008971, 0.071572674821688 51.4931822062638, 0.073128602535215 51.4937415008971, 0.073128602535215 51.4948600695777, 0.071572674821688 51.495419343625))"
3982,"POLYGON((-0.099579373666312 51.495419343625, -0.101135301379839 51.4948600695777, -0.101135301379839 51.4937415008971, -0.099579373666312 51.4931822062638, -0.098023445952784 51.4937415008971, -0.098023445952784 51.4948600695777, -0.099579373666312 51.495419343625))"
3983,"POLYGON((0.12758607250867 51.495419343625, 0.126030144795142 51.4948600695777, 0.126030144795142 51.4937415008971, 0.12758607250867 51.4931822062638, 0.129142000222197 51.4937415008971, 0.129142000222197 51.4948600695776, 0.12758607250867 51.495419343625))"
3984,"POLYGON((-0.130697927936857 51.495419343625, -0.132253855650384 51.4948600695776, -0.132253855650384 51.4937415008971, -0.130697927936857 51.4931822062638, -0.12914200022333 51.4937415008971, -0.12914200022333 51.4948600695777, -0.130697927936857 51.495419343625))"
3985,"POLYGON((-0.04356597597933 51.495419343625, -0.045121903692857 51.4948600695777, -0.045121903692857 51.4937415008971, -0.04356597597933 51.4931822062638, -0.042010048265803 51.4937415008971, -0.042010048265803 51.4948600695776, -0.04356597597933 51.495419343625))"
3986,"POLYGON((-0.118250506228639 51.495419343625, -0.119806433942166 51.4948600695777, -0.119806433942166 51.4937415008971, -0.118250506228639 51.4931822062638, -0.116694578515112 51.4937415008971, -0.116694578515112 51.4948600695777, -0.118250506228639 51.495419343625))"
3987,"POLYGON((0.003111855426488 51.495419343625, 0.001555927712961 51.4948600695777, 0.001555927712961 51.4937415008971, 0.003111855426488 51.4931822062638, 0.004667783140015 51.4937415008971, 0.004667783140015 51.4948600695777, 0.003111855426488 51.495419343625))"
3988,"POLYGON((-0.015559277135839 51.495419343625, -0.017115204849366 51.4948600695777, -0.017115204849366 51.4937415008971, -0.015559277135839 51.4931822062638, -0.014003349422312 51.4937415008971, -0.014003349422312 51.4948600695777, -0.015559277135839 51.495419343625))"
3989,"POLYGON((0.012447421707652 51.495419343625, 0.010891493994124 51.4948600695777, 0.010891493994124 51.4937415008971, 0.012447421707652 51.4931822062638, 0.014003349421179 51.4937415008971, 0.014003349421179 51.4948600695777, 0.012447421707652 51.495419343625))"
3990,"POLYGON((0.006223710853543 51.495419343625, 0.004667783140015 51.4948600695777, 0.004667783140015 51.4937415008971, 0.006223710853543 51.4931822062638, 0.00777963856707 51.4937415008971, 0.00777963856707 51.4948600695777, 0.006223710853543 51.495419343625))"
3991,"POLYGON((0.080908241102851 51.495419343625, 0.079352313389324 51.4948600695777, 0.079352313389324 51.4937415008971, 0.080908241102851 51.4931822062638, 0.082464168816379 51.4937415008971, 0.082464168816379 51.4948600695777, 0.080908241102851 51.495419343625))"
3992,"POLYGON((-0.052901542260494 51.495419343625, -0.054457469974021 51.4948600695777, -0.054457469974021 51.4937415008971, -0.052901542260494 51.4931822062638, -0.051345614546966 51.4937415008971, -0.051345614546966 51.4948600695777, -0.052901542260494 51.495419343625))"
3993,"POLYGON((-0.037342265125221 51.495419343625, -0.038898192838748 51.4948600695777, -0.038898192838748 51.4937415008971, -0.037342265125221 51.4931822062638, -0.035786337411694 51.4937415008971, -0.035786337411694 51.4948600695777, -0.037342265125221 51.495419343625))"
3994,"POLYGON((0.133809783362779 51.495419343625, 0.132253855649251 51.4948600695777, 0.132253855649251 51.4937415008971, 0.133809783362779 51.4931822062638, 0.135365711076306 51.4937415008971, 0.135365711076306 51.4948600695777, 0.133809783362779 51.495419343625))"
3995,"POLYGON((-0.192935036477948 51.495419343625, -0.194490964191475 51.4948600695777, -0.194490964191475 51.4937415008971, -0.192935036477948 51.4931822062638, -0.191379108764421 51.4937415008971, -0.191379108764421 51.4948600695777, -0.192935036477948 51.495419343625))"
3996,"POLYGON((0.052901542259361 51.495419343625, 0.051345614545833 51.4948600695777, 0.051345614545833 51.4937415008971, 0.052901542259361 51.4931822062638, 0.054457469972888 51.4937415008971, 0.054457469972888 51.4948600695777, 0.052901542259361 51.495419343625))"
3997,"POLYGON((0.09335566281107 51.495419343625, 0.091799735097542 51.4948600695777, 0.091799735097542 51.4937415008971, 0.09335566281107 51.4931822062638, 0.094911590524597 51.4937415008971, 0.094911590524597 51.4948600695776, 0.09335566281107 51.495419343625))"
3998,"POLYGON((0.099579373665179 51.495419343625, 0.098023445951651 51.4948600695777, 0.098023445951651 51.4937415008971, 0.099579373665179 51.4931822062638, 0.101135301378706 51.4937415008971, 0.101135301378706 51.4948600695777, 0.099579373665179 51.495419343625))"
3999,"POLYGON((-0.124474217082748 51.495419343625, -0.126030144796275 51.4948600695777, -0.126030144796275 51.4937415008971, -0.124474217082748 51.4931822062638, -0.122918289369221 51.4937415008971, -0.122918289369221 51.4948600695777, -0.124474217082748 51.495419343625))"
4000,"POLYGON((0.087131951956961 51.495419343625, 0.085576024243433 51.4948600695777, 0.085576024243433 51.4937415008971, 0.087131951956961 51.4931822062638, 0.088687879670488 51.4937415008971, 0.088687879670488 51.4948600695777, 0.087131951956961 51.495419343625))"
4001,"POLYGON((-0.161816482207402 51.495419343625, -0.16337240992093 51.4948600695777, -0.16337240992093 51.4937415008971, -0.161816482207402 51.4931822062638, -0.160260554493875 51.4937415008971, -0.160260554493875 51.4948600695777, -0.161816482207402 51.495419343625))"
4002,"POLYGON((-0.071572674822821 51.495419343625, -0.073128602536348 51.4948600695777, -0.073128602536348 51.4937415008971, -0.071572674822821 51.4931822062638, -0.070016747109294 51.4937415008971, -0.070016747109294 51.4948600695777, -0.071572674822821 51.495419343625))"
4003,"POLYGON((-0.07779638567693 51.495419343625, -0.079352313390457 51.4948600695777, -0.079352313390457 51.4937415008971, -0.07779638567693 51.4931822062638, -0.076240457963403 51.4937415008971, -0.076240457963403 51.4948600695777, -0.07779638567693 51.495419343625))"
4004,"POLYGON((0.046677831405252 51.495419343625, 0.045121903691724 51.4948600695777, 0.045121903691724 51.4937415008971, 0.046677831405252 51.4931822062638, 0.048233759118779 51.4937415008971, 0.048233759118779 51.4948600695777, 0.046677831405252 51.495419343625))"
4005,"POLYGON((0.049789686832306 51.495419343625, 0.048233759118779 51.4948600695777, 0.048233759118779 51.4937415008971, 0.049789686832306 51.4931822062638, 0.051345614545833 51.4937415008971, 0.051345614545833 51.4948600695777, 0.049789686832306 51.495419343625))"
4006,"POLYGON((-0.021782987989948 51.495419343625, -0.023338915703476 51.4948600695777, -0.023338915703476 51.4937415008971, -0.021782987989948 51.4931822062638, -0.020227060276421 51.4937415008971, -0.020227060276421 51.4948600695777, -0.021782987989948 51.495419343625))"
4007,"POLYGON((0.034230409697033 51.495419343625, 0.032674481983506 51.4948600695777, 0.032674481983506 51.4937415008971, 0.034230409697033 51.4931822062638, 0.035786337410561 51.4937415008971, 0.035786337410561 51.4948600695777, 0.034230409697033 51.495419343625))"
4008,"POLYGON((0.062237108540524 51.495419343625, 0.060681180826997 51.4948600695777, 0.060681180826997 51.4937415008971, 0.062237108540524 51.4931822062638, 0.063793036254052 51.4937415008971, 0.063793036254052 51.4948600695776, 0.062237108540524 51.495419343625))"
4009,"POLYGON((-0.074684530249875 51.495419343625, -0.076240457963403 51.4948600695777, -0.076240457963403 51.4937415008971, -0.074684530249875 51.4931822062638, -0.073128602536348 51.4937415008971, -0.073128602536348 51.4948600695777, -0.074684530249875 51.495419343625))"
4010,"POLYGON((-0.068460819395766 51.495419343625, -0.070016747109294 51.4948600695777, -0.070016747109294 51.4937415008971, -0.068460819395766 51.4931822062638, -0.066904891682239 51.4937415008971, -0.066904891682239 51.4948600695777, -0.068460819395766 51.495419343625))"
4011,"POLYGON((0.028006698842924 51.495419343625, 0.026450771129397 51.4948600695777, 0.026450771129397 51.4937415008971, 0.028006698842924 51.4931822062638, 0.029562626556452 51.4937415008971, 0.029562626556452 51.4948600695777, 0.028006698842924 51.495419343625))"
4012,"POLYGON((-0.073128602536348 51.4970971245957, -0.074684530249875 51.496537871134, -0.074684530249875 51.495419343625, -0.073128602536348 51.4948600695777, -0.071572674822821 51.495419343625, -0.071572674822821 51.496537871134, -0.073128602536348 51.4970971245957))"
4013,"POLYGON((-0.054457469974021 51.4970971245957, -0.056013397687548 51.496537871134, -0.056013397687548 51.495419343625, -0.054457469974021 51.4948600695777, -0.052901542260494 51.495419343625, -0.052901542260494 51.496537871134, -0.054457469974021 51.4970971245957))"
4014,"POLYGON((-0.035786337411694 51.4970971245957, -0.037342265125221 51.496537871134, -0.037342265125221 51.495419343625, -0.035786337411694 51.4948600695777, -0.034230409698166 51.495419343625, -0.034230409698166 51.496537871134, -0.035786337411694 51.4970971245957))"
4015,"POLYGON((0.001555927712961 51.4970971245957, -5.66511702004079e-13 51.496537871134, -5.66511702004079e-13 51.495419343625, 0.001555927712961 51.4948600695777, 0.003111855426488 51.495419343625, 0.003111855426488 51.496537871134, 0.001555927712961 51.4970971245957))"
4016,"POLYGON((-0.098023445952784 51.4970971245957, -0.099579373666312 51.496537871134, -0.099579373666312 51.495419343625, -0.098023445952784 51.4948600695777, -0.096467518239257 51.495419343625, -0.096467518239257 51.496537871134, -0.098023445952784 51.4970971245957))"
4017,"POLYGON((-0.020227060276421 51.4970971245957, -0.021782987989948 51.496537871134, -0.021782987989948 51.495419343625, -0.020227060276421 51.4948600695777, -0.018671132562894 51.495419343625, -0.018671132562894 51.496537871134, -0.020227060276421 51.4970971245957))"
4018,"POLYGON((0.101135301378706 51.4970971245957, 0.099579373665179 51.496537871134, 0.099579373665179 51.495419343625, 0.101135301378706 51.4948600695777, 0.102691229092233 51.495419343625, 0.102691229092233 51.496537871134, 0.101135301378706 51.4970971245957))"
4019,"POLYGON((-0.06068118082813 51.4970971245957, -0.062237108541657 51.496537871134, -0.062237108541657 51.495419343625, -0.06068118082813 51.4948600695777, -0.059125253114603 51.495419343625, -0.059125253114603 51.496537871134, -0.06068118082813 51.4970971245957))"
4020,"POLYGON((-0.038898192838748 51.4970971245957, -0.040454120552276 51.496537871134, -0.040454120552276 51.495419343625, -0.038898192838748 51.4948600695777, -0.037342265125221 51.495419343625, -0.037342265125221 51.496537871134, -0.038898192838748 51.4970971245957))"
4021,"POLYGON((-0.200714675045584 51.4970971245957, -0.202270602759112 51.496537871134, -0.202270602759112 51.495419343625, -0.200714675045584 51.4948600695777, -0.199158747332057 51.495419343625, -0.199158747332057 51.496537871134, -0.200714675045584 51.4970971245957))"
4022,"POLYGON((-0.107359012233948 51.4970971245957, -0.108914939947475 51.496537871134, -0.108914939947475 51.495419343625, -0.107359012233948 51.4948600695777, -0.105803084520421 51.495419343625, -0.105803084520421 51.496537871134, -0.107359012233948 51.4970971245957))"
4023,"POLYGON((-0.110470867661003 51.4970971245957, -0.11202679537453 51.496537871134, -0.11202679537453 51.495419343625, -0.110470867661003 51.4948600695777, -0.108914939947475 51.495419343625, -0.108914939947475 51.496537871134, -0.110470867661003 51.4970971245957))"
4024,"POLYGON((-0.172707976202093 51.4970971245957, -0.174263903915621 51.496537871134, -0.174263903915621 51.495419343625, -0.172707976202093 51.4948600695777, -0.171152048488566 51.495419343625, -0.171152048488566 51.496537871134, -0.172707976202093 51.4970971245957))"
4025,"POLYGON((-0.007779638568203 51.4970971245957, -0.00933556628173 51.496537871134, -0.00933556628173 51.495419343625, -0.007779638568203 51.4948600695777, -0.006223710854676 51.495419343625, -0.006223710854676 51.496537871134, -0.007779638568203 51.4970971245957))"
4026,"POLYGON((-0.169596120775039 51.4970971245957, -0.171152048488566 51.496537871134, -0.171152048488566 51.495419343625, -0.169596120775039 51.4948600695777, -0.168040193061512 51.495419343625, -0.168040193061512 51.496537871134, -0.169596120775039 51.4970971245957))"
4027,"POLYGON((-0.02645077113053 51.4970971245957, -0.028006698844057 51.496537871134, -0.028006698844057 51.495419343625, -0.02645077113053 51.4948600695777, -0.024894843417003 51.495419343625, -0.024894843417003 51.496537871134, -0.02645077113053 51.4970971245957))"
4028,"POLYGON((0.132253855649251 51.4970971245957, 0.130697927935724 51.496537871134, 0.130697927935724 51.495419343625, 0.132253855649251 51.4948600695777, 0.133809783362779 51.495419343625, 0.133809783362779 51.496537871134, 0.132253855649251 51.4970971245957))"
4029,"POLYGON((-0.091799735098675 51.4970971245957, -0.093355662812203 51.496537871134, -0.093355662812203 51.495419343625, -0.091799735098675 51.4948600695777, -0.090243807385148 51.495419343625, -0.090243807385148 51.496537871134, -0.091799735098675 51.4970971245957))"
4030,"POLYGON((0.091799735097542 51.4970971245957, 0.090243807384015 51.496537871134, 0.090243807384015 51.495419343625, 0.091799735097542 51.4948600695777, 0.09335566281107 51.495419343625, 0.09335566281107 51.496537871134, 0.091799735097542 51.4970971245957))"
4031,"POLYGON((-0.182043542483257 51.4970971245957, -0.183599470196784 51.496537871134, -0.183599470196784 51.495419343625, -0.182043542483257 51.4948600695777, -0.18048761476973 51.495419343625, -0.18048761476973 51.496537871134, -0.182043542483257 51.4970971245957))"
4032,"POLYGON((-0.178931687056203 51.4970971245957, -0.18048761476973 51.496537871134, -0.18048761476973 51.495419343625, -0.178931687056203 51.4948600695777, -0.177375759342675 51.495419343625, -0.177375759342675 51.496537871134, -0.178931687056203 51.4970971245957))"
4033,"POLYGON((-0.160260554493875 51.4970971245957, -0.161816482207402 51.496537871134, -0.161816482207402 51.495419343625, -0.160260554493875 51.4948600695777, -0.158704626780348 51.495419343625, -0.158704626780348 51.496537871134, -0.160260554493875 51.4970971245957))"
4034,"POLYGON((0.104247156805761 51.4970971245957, 0.102691229092233 51.496537871134, 0.102691229092233 51.495419343625, 0.104247156805761 51.4948600695777, 0.105803084519288 51.495419343625, 0.105803084519288 51.496537871134, 0.104247156805761 51.4970971245957))"
